seq,source_file,statement_from,statement_to,date,value_date,narration,reference,direction,withdrawal,deposit,amount,closing_balance,categories,is_recurring,recurring_key
96,502 input.pdf,2026-04-01,2026-04-30,2026-04-09,2026-04-09,DIGITA-MUMBAI/ NEFT-AXNPN09961131765-PHONEPE LIMITED-PAYMENT AGGR,,Receipt,0.0,49090.0,49090.0,222112.0,Recurring Transaction,Yes,PHONEPE LIMITED
97,502 input.pdf,2026-04-01,2026-04-30,2026-04-09,2026-04-09,DIGITA-MUMBAI/ NEFT-AXISCN1306324510-ONE MOBIKWIK SYSTEMS LIMITED,,Receipt,0.0,15270.0,15270.0,237382.0,Recurring Transaction,Yes,ONE MOBIKWIK SYSTEMS LIMITED
98,502 input.pdf,2026-04-01,2026-04-30,2026-04-09,2026-04-09,DIGITA-MUMBAI/ NEFT-AXISCN1306426056-PINE LABS PRIVATE LIMITED-NO,,Receipt,0.0,87897.0,87897.0,325279.0,Recurring Transaction,Yes,PINE LABS PRIVATE LIMITED
99,502 input.pdf,2026-04-01,2026-04-30,2026-04-09,2026-04-09,DIGITA-MUMBAI/ NEFT-KKBKH26099766302-VENKTESHWAR INDUSTRIAL CORPO,,Receipt,0.0,10000.0,10000.0,335279.0,Recurring Transaction,Yes,VENKTESHWAR INDUSTRIAL CORPO
100,502 input.pdf,2026-04-01,2026-04-30,2026-04-09,2026-04-09,DIGITA-MUMBAI/ NEFT-NKGSH26099959094-GEBI PRODUCTS PRIVATE LIMITE,,Receipt,0.0,2598.0,2598.0,337877.0,Recurring Transaction,Yes,GEBI PRODUCTS PRIVATE LIMITE
101,502 input.pdf,2026-04-01,2026-04-30,2026-04-09,2026-04-09,DIGITA-MUMBAI/ IMPS/P2A/609918190676/VAKAS TEMPO SER/IMPSCNB9199,,Receipt,0.0,44741.0,44741.0,382618.0,Recurring Transaction,Yes,VAKAS TEMPO SER
102,502 input.pdf,2026-04-01,2026-04-30,2026-04-09,2026-04-09,EBANK:WIB/1503 EBANK:WIB/1503311707/Edfs,,Payment,380118.0,0.0,380118.0,2500.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
103,502 input.pdf,2026-04-01,2026-04-30,2026-04-09,2026-04-09,DIGITA-MUMBAI/ https://cbdrpt101.bankofbaroda.co.in:22000/finbranch/arjspmorph/INFENG/tran_rpt.jsp?... 04-05-2026 NEFT-HDFCH00925247332-KAVITA ENTERPRISES,,Receipt,0.0,63308.0,63308.0,65808.0,Recurring Transaction,Yes,CBDRPTBANKOFBARODACOIN
104,502 input.pdf,2026-04-01,2026-04-30,2026-04-10,2026-04-10,DIGITA-MUMBAI/ NEFT-YESAP61002547485-PhonePe Limited,,Receipt,0.0,310276.0,310276.0,376084.0,High Transaction; Recurring Transaction,Yes,PHONEPE LIMITED
105,502 input.pdf,2026-04-01,2026-04-30,2026-04-10,2026-04-10,DIGITA-MUMBAI/ NEFT-AXNPN10069579474-PHONEPE LIMITED-PAYMENT AGGR,,Receipt,0.0,59415.0,59415.0,435499.0,Recurring Transaction,Yes,PHONEPE LIMITED
106,502 input.pdf,2026-04-01,2026-04-30,2026-04-10,2026-04-10,"EBANK:WIB/1503 EBANK:WIB/1503339201/Edfs ---------------------------------------------------------------------------------------------------------------------------------- Page Total: 9,21,737.00 8,79,475.00 2,500.00Cr ---------------------------------------------------------------------------------------------------------------------------------- Note: Cheques received in inward clearing will be considered for debiting/ returning on the basis opening balance in account Unless the constituent no",,Payment,432999.0,0.0,432999.0,2500.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
107,502 input.pdf,2026-04-01,2026-04-30,2026-04-10,2026-04-10,DIGITA-MUMBAI/ NEFT-AXISCN1307461851-ONE MOBIKWIK SYSTEMS LIMITED,,Receipt,0.0,23400.0,23400.0,25900.0,Recurring Transaction,Yes,ONE MOBIKWIK SYSTEMS LIMITED
108,502 input.pdf,2026-04-01,2026-04-30,2026-04-10,2026-04-10,UPI/7501693995 69399505 UPI/750169399505/08:58:54/UPI/surajdhanotra1@ibl/,,Receipt,0.0,3165.0,3165.0,29065.0,UPI; Recurring Transaction,Yes,SURAJDHANOTRAIBL
109,502 input.pdf,2026-04-01,2026-04-30,2026-04-10,2026-04-10,DIGITA-MUMBAI/ NEFT-AXISCN1307585087-PINE LABS PRIVATE LIMITED-NO,,Receipt,0.0,23121.0,23121.0,52186.0,Recurring Transaction,Yes,PINE LABS PRIVATE LIMITED
110,502 input.pdf,2026-04-01,2026-04-30,2026-04-10,2026-04-10,EBANK:WIB/1503 EBANK:WIB/1503385381/Edfs,,Payment,49686.0,0.0,49686.0,2500.0,Recurring Transaction,Yes,EBANKWIB
111,502 input.pdf,2026-04-01,2026-04-30,2026-04-10,2026-04-10,DIGITA-MUMBAI/ NEFT-NKGSH26100973635-GEBI PRODUCTS PRIVATE LIMITE,,Receipt,0.0,5273.0,5273.0,7773.0,Recurring Transaction,Yes,GEBI PRODUCTS PRIVATE LIMITE
112,502 input.pdf,2026-04-01,2026-04-30,2026-04-10,2026-04-10,DIGITA-MUMBAI/ NEFT-KKBKH26100693248-ATLAS COMMODITIES PRIVATE LI,,Receipt,0.0,7922.0,7922.0,15695.0,Recurring Transaction,Yes,ATLAS COMMODITIES PRIVATE LI
113,502 input.pdf,2026-04-01,2026-04-30,2026-04-10,2026-04-10,UPI/6100342974 34297402 UPI/610034297402/20:16:31/UPI/917348832012@waaxis,,Receipt,0.0,220.0,220.0,15915.0,UPI,No,UPI/# # UPI/#/#:#:#/UPI/#@WAAXIS
114,502 input.pdf,2026-04-01,2026-04-30,2026-04-11,2026-04-11,DIGITA-MUMBAI/ NEFT-YESAP61011187841-PhonePe Limited,,Receipt,0.0,217794.0,217794.0,233709.0,High Transaction; Recurring Transaction,Yes,PHONEPE LIMITED
115,502 input.pdf,2026-04-01,2026-04-30,2026-04-11,2026-04-11,DIGITA-MUMBAI/ IMPS/P2A/610106994638/VILLAGE STONE L/Diesel for,,Receipt,0.0,58786.0,58786.0,292495.0,Recurring Transaction,Yes,VILLAGE STONE L
116,502 input.pdf,2026-04-01,2026-04-30,2026-04-11,2026-04-11,DIGITA-MUMBAI/ NEFT-AXNPN10178417072-PHONEPE LIMITED-PAYMENT AGGR,,Receipt,0.0,66738.0,66738.0,359233.0,Recurring Transaction,Yes,PHONEPE LIMITED
117,502 input.pdf,2026-04-01,2026-04-30,2026-04-11,2026-04-11,DIGITA-MUMBAI/ NEFT-AXISCN1308590377-ONE MOBIKWIK SYSTEMS LIMITED,,Receipt,0.0,28720.0,28720.0,387953.0,Recurring Transaction,Yes,ONE MOBIKWIK SYSTEMS LIMITED
118,502 input.pdf,2026-04-01,2026-04-30,2026-04-11,2026-04-11,DIGITA-MUMBAI/ NEFT-AXISCN1308614930-PINE LABS PRIVATE LIMITED-NO,,Receipt,0.0,92275.0,92275.0,480228.0,Recurring Transaction,Yes,PINE LABS PRIVATE LIMITED
119,502 input.pdf,2026-04-01,2026-04-30,2026-04-11,2026-04-11,DIGITA-MUMBAI/ IMPS/P2A/610111544975/OMSANITRANSPORT/Diesel bill,,Receipt,0.0,25996.0,25996.0,506224.0,Recurring Transaction,Yes,OMSANITRANSPORT
120,502 input.pdf,2026-04-01,2026-04-30,2026-04-11,2026-04-11,EBANK:15035434 EBANK:1503543462/MSEDCL-LT Post Paid Energy Bill/,,Payment,28890.0,0.0,28890.0,477334.0,Recurring Transaction,Yes,EBANK EBANK
121,502 input.pdf,2026-04-01,2026-04-30,2026-04-11,2026-04-11,EBANK:15035448 EBANK:1503544838/MSEDCL-LT Post Paid Energy Bill/,,Payment,390.0,0.0,390.0,476944.0,Recurring Transaction,Yes,EBANK EBANK
122,502 input.pdf,2026-04-01,2026-04-30,2026-04-11,2026-04-11,"MBK/6101208978 20897825 ---------------------------------------------------------------------------------------------------------------------------------- Page Total: 82,016.00 5,53,410.00 4,73,894.00Cr ---------------------------------------------------------------------------------------------------------------------------------- Note: Cheques received in inward clearing will be considered for debiting/ returning on the basis opening balance in account Unless the constituent notifies the bank ",,Payment,3050.0,0.0,3050.0,473894.0,Other,No,PAGE TOTAL   CR
123,502 input.pdf,2026-04-01,2026-04-30,2026-04-11,2026-04-11,MBK/6101209159 20915913 MBK/610120915913/11:38:06/,,Payment,2510.0,0.0,2510.0,471384.0,Other,No,MBK/# # MBK/#/#:#:#/
124,502 input.pdf,2026-04-01,2026-04-30,2026-04-11,2026-04-11,Charges for Charges for PORD Customer Payment :003578211236,,Payment,2.65,0.0,2.65,471381.35,Recurring Transaction,Yes,CHARGES FOR CHARGES FOR PORD CUSTOMER PA
125,502 input.pdf,2026-04-01,2026-04-30,2026-04-11,2026-04-11,NEFT-BARBS2610 NEFT-BARBS26101208027-K M SATISH-INDUSIND BANK LTD,,Payment,8334.0,0.0,8334.0,463047.35,Recurring Transaction,Yes,BARBS NEFT
126,502 input.pdf,2026-04-01,2026-04-30,2026-04-11,2026-04-11,Charges for Charges for PORD Customer Payment :003578211551,,Payment,5.6,0.0,5.6,463041.75,Recurring Transaction,Yes,CHARGES FOR CHARGES FOR PORD CUSTOMER PA
127,502 input.pdf,2026-04-01,2026-04-30,2026-04-11,2026-04-11,NEFT-BARBS2610 NEFT-BARBS26101208233-AKASH C SHELAR-BASSEIN CATHO,,Payment,16015.0,0.0,16015.0,447026.75,Recurring Transaction,Yes,BARBS NEFT
128,502 input.pdf,2026-04-01,2026-04-30,2026-04-11,2026-04-11,Charges for Charges for PORD Customer Payment :003578211732,,Payment,5.6,0.0,5.6,447021.15,Recurring Transaction,Yes,CHARGES FOR CHARGES FOR PORD CUSTOMER PA
129,502 input.pdf,2026-04-01,2026-04-30,2026-04-11,2026-04-11,NEFT-BARBS2610 NEFT-BARBS26101208696-MOHAMMOD TAUSIF-BASSEIN CATH,,Payment,12121.0,0.0,12121.0,434900.15,Recurring Transaction,Yes,BARBS NEFT
130,502 input.pdf,2026-04-01,2026-04-30,2026-04-11,2026-04-11,Charges for Charges for PORD Customer Payment :003578213822,,Payment,5.6,0.0,5.6,434894.55,Recurring Transaction,Yes,CHARGES FOR CHARGES FOR PORD CUSTOMER PA
131,502 input.pdf,2026-04-01,2026-04-30,2026-04-11,2026-04-11,NEFT-BARBS2610 NEFT-BARBS26101210180-BRIJESH VIPATI KUMAR-BANK OF,,Payment,12121.0,0.0,12121.0,422773.55,Recurring Transaction,Yes,BARBS NEFT
132,502 input.pdf,2026-04-01,2026-04-30,2026-04-11,2026-04-11,Charges for Charges for PORD Customer Payment :003578219698,,Payment,5.6,0.0,5.6,422767.95,Recurring Transaction,Yes,CHARGES FOR CHARGES FOR PORD CUSTOMER PA
133,502 input.pdf,2026-04-01,2026-04-30,2026-04-11,2026-04-11,NEFT-BARBS2610 NEFT-BARBS26101211344-PRAVINKUMAR RAMDHULLAR-BASSE,,Payment,12121.0,0.0,12121.0,410646.95,Recurring Transaction,Yes,BARBS NEFT
134,502 input.pdf,2026-04-01,2026-04-30,2026-04-11,2026-04-11,Charges for Charges for PORD Customer Payment :003578224246,,Payment,5.6,0.0,5.6,410641.35,Recurring Transaction,Yes,CHARGES FOR CHARGES FOR PORD CUSTOMER PA
135,502 input.pdf,2026-04-01,2026-04-30,2026-04-11,2026-04-11,NEFT-BARBS2610 NEFT-BARBS26101225998-GOVIND KUMAR JAISWAL-UNION B,,Payment,12121.0,0.0,12121.0,398520.35,Recurring Transaction,Yes,BARBS NEFT
136,502 input.pdf,2026-04-01,2026-04-30,2026-04-11,2026-04-11,Charges for Charges for PORD Customer Payment :003578239489,,Payment,5.6,0.0,5.6,398514.75,Recurring Transaction,Yes,CHARGES FOR CHARGES FOR PORD CUSTOMER PA
137,502 input.pdf,2026-04-01,2026-04-30,2026-04-11,2026-04-11,NEFT-BARBS2610 NEFT-BARBS26101235271-RAJMANI PP-UNION BANK OF IND,,Payment,12121.0,0.0,12121.0,386393.75,Recurring Transaction,Yes,BARBS NEFT
138,502 input.pdf,2026-04-01,2026-04-30,2026-04-11,2026-04-11,"Charges for ---------------------------------------------------------------------------------------------------------------------------------- Page Total: 87,505.85 0 3,86,388.15Cr ---------------------------------------------------------------------------------------------------------------------------------- Note: Cheques received in inward clearing will be considered for debiting/ returning on the basis opening balance in account Unless the constituent notifies the bank of any discrepancy in ",,Payment,5.6,0.0,5.6,386388.15,Other,No,CHARGES FOR
139,502 input.pdf,2026-04-01,2026-04-30,2026-04-11,2026-04-11,NEFT-BARBS2610 NEFT-BARBS26101235444-SHIV PRASAD RAM DHANI-BASSEI,,Payment,12121.0,0.0,12121.0,374267.15,Recurring Transaction,Yes,BARBS NEFT
140,502 input.pdf,2026-04-01,2026-04-30,2026-04-11,2026-04-11,EBANK:WIB/1503 EBANK:WIB/1503559058/Edfs,,Payment,353767.15,0.0,353767.15,20500.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
141,502 input.pdf,2026-04-01,2026-04-30,2026-04-11,2026-04-11,DIGITA-MUMBAI/ NEFT-IN42610154526147-MITA FASTENERS PRIVATE LIMIT,,Receipt,0.0,9044.0,9044.0,29544.0,Recurring Transaction,Yes,MITA FASTENERS PRIVATE LIMIT
142,502 input.pdf,2026-04-01,2026-04-30,2026-04-11,2026-04-11,UPI/3316762170 76217092 UPI/331676217092/17:08:51/UPI/surajdhanotra1@ibl/ https://cbdrpt101.bankofbaroda.co.in:22000/finbranch/arjspmorph/INFENG/tran_rpt.jsp?... 04-05-2026,,Receipt,0.0,1808.0,1808.0,31352.0,UPI; Recurring Transaction,Yes,SURAJDHANOTRAIBL
143,502 input.pdf,2026-04-01,2026-04-30,2026-04-12,2026-04-12,DIGITA-MUMBAI/ NEFT-YESAP61023739033-PhonePe Limited,,Receipt,0.0,316091.5,316091.5,347443.5,High Transaction; Recurring Transaction,Yes,PHONEPE LIMITED
144,502 input.pdf,2026-04-01,2026-04-30,2026-04-12,2026-04-12,DIGITA-MUMBAI/ NEFT-AXNPN10286711573-PHONEPE LIMITED-PAYMENT AGGR,,Receipt,0.0,74921.89,74921.89,422365.39,Recurring Transaction,Yes,PHONEPE LIMITED
145,502 input.pdf,2026-04-01,2026-04-30,2026-04-12,2026-04-12,DIGITA-MUMBAI/ NEFT-AXISCN1309251605-ONE MOBIKWIK SYSTEMS LIMITED,,Receipt,0.0,16623.0,16623.0,438988.39,Recurring Transaction,Yes,ONE MOBIKWIK SYSTEMS LIMITED
146,502 input.pdf,2026-04-01,2026-04-30,2026-04-12,2026-04-12,DIGITA-MUMBAI/ IMPS/P2A/610211578843/SHREE GANESH EN/billVVS9100,,Receipt,0.0,63308.0,63308.0,502296.39,Recurring Transaction,Yes,SHREE GANESH EN
147,502 input.pdf,2026-04-01,2026-04-30,2026-04-12,2026-04-12,UPI/8741236018 23601815 UPI/874123601815/12:37:26/UPI/surajdhanotra1@ibl/,,Receipt,0.0,1808.0,1808.0,504104.39,UPI; Recurring Transaction,Yes,SURAJDHANOTRAIBL
148,502 input.pdf,2026-04-01,2026-04-30,2026-04-12,2026-04-12,UPI/6468867277 86727709 UPI/646886727709/16:03:55/UPI/omkarpatil4254op@ok,,Receipt,0.0,10000.0,10000.0,514104.39,UPI,No,OMKARPATILOPOK
149,502 input.pdf,2026-04-01,2026-04-30,2026-04-12,2026-04-12,DIGITA-MUMBAI/ NEFT-CNRBH00124891693-QUALITY PLAST INDUSTRIES LIM,,Receipt,0.0,9677.0,9677.0,523781.39,Recurring Transaction,Yes,QUALITY PLAST INDUSTRIES LIM
150,502 input.pdf,2026-04-01,2026-04-30,2026-04-12,2026-04-12,EBANK:WIB/1503 EBANK:WIB/1503691094/Edfs,,Payment,521281.39,0.0,521281.39,2500.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
151,502 input.pdf,2026-04-01,2026-04-30,2026-04-13,2026-04-13,DIGITA-MUMBAI/ NEFT-YESAP61032531277-PhonePe Limited,,Receipt,0.0,250095.0,250095.0,252595.0,High Transaction; Recurring Transaction,Yes,PHONEPE LIMITED
152,502 input.pdf,2026-04-01,2026-04-30,2026-04-13,2026-04-13,DIGITA-MUMBAI/ NEFT-AXNPN10394764176-PHONEPE LIMITED-PAYMENT AGGR,,Receipt,0.0,73380.93,73380.93,325975.93,Recurring Transaction,Yes,PHONEPE LIMITED
153,502 input.pdf,2026-04-01,2026-04-30,2026-04-13,2026-04-13,"DIGITA-MUMBAI/ NEFT-AXISCN1309830112-ONE MOBIKWIK SYSTEMS LIMITED ---------------------------------------------------------------------------------------------------------------------------------- Page Total: 8,87,169.54 8,40,557.32 3,39,775.93Cr ---------------------------------------------------------------------------------------------------------------------------------- Note: Cheques received in inward clearing will be considered for debiting/ returning on the basis opening balance in accou",,Receipt,0.0,13800.0,13800.0,339775.93,Recurring Transaction,Yes,ONE MOBIKWIK SYSTEMS LIMITED
154,502 input.pdf,2026-04-01,2026-04-30,2026-04-13,2026-04-13,EBANK:15036990 EBANK:1503699072/Hindustan Petroleum/604137022998,,Payment,1000.0,0.0,1000.0,338775.93,Recurring Transaction,Yes,EBANK EBANK
155,502 input.pdf,2026-04-01,2026-04-30,2026-04-13,2026-04-13,DIGITA-MUMBAI/ NEFT-AXISCN1309952222-PINE LABS PRIVATE LIMITED-NO,,Receipt,0.0,47686.0,47686.0,386461.93,Recurring Transaction,Yes,PINE LABS PRIVATE LIMITED
156,502 input.pdf,2026-04-01,2026-04-30,2026-04-13,2026-04-13,UPI/6103246468 24646865 UPI/610324646865/09:30:08/UPI/autofleetpetrolpump,,Payment,2000.0,0.0,2000.0,384461.93,UPI; Recurring Transaction,Yes,AUTOFLEETPETROLPUMP
157,502 input.pdf,2026-04-01,2026-04-30,2026-04-13,2026-04-13,UPI/6103049513 4951307 UPI/610304951307/09:30:56/UPI/autofleetpetrolpump,,Payment,1000.0,0.0,1000.0,383461.93,UPI; Recurring Transaction,Yes,AUTOFLEETPETROLPUMP
158,502 input.pdf,2026-04-01,2026-04-30,2026-04-13,2026-04-13,DIGITA-MUMBAI/ NEFT-AXODH10395993542-GRISHMA METAL TECHNOLOGY,,Receipt,0.0,124000.0,124000.0,507461.93,High Transaction; Recurring Transaction,Yes,GRISHMA METAL TECHNOLOGY
159,502 input.pdf,2026-04-01,2026-04-30,2026-04-13,2026-04-13,UPI/1265365595 36559565 UPI/126536559565/11:02:55/UPI/surajdhanotra1@ibl/,,Receipt,0.0,2261.0,2261.0,509722.93,UPI; Recurring Transaction,Yes,SURAJDHANOTRAIBL
160,502 input.pdf,2026-04-01,2026-04-30,2026-04-13,2026-04-13,UPI/6103603296 60329695 UPI/610360329695/11:04:28/UPI/paytmqr6ep7sx@ptys/,,Payment,3300.0,0.0,3300.0,506422.93,UPI,No,PAYTMQREPSXPTYS
161,502 input.pdf,2026-04-01,2026-04-30,2026-04-13,2026-04-13,DIGITA-MUMBAI/ NEFT-AXISCN1310059428-PINE LABS PRIVATE LIMITED-NO,,Receipt,0.0,102789.0,102789.0,609211.93,High Transaction; Recurring Transaction,Yes,PINE LABS PRIVATE LIMITED
162,502 input.pdf,2026-04-01,2026-04-30,2026-04-13,2026-04-13,Charges for Charges for PORD Customer Payment :003581616879,,Payment,2.65,0.0,2.65,609209.28,Recurring Transaction,Yes,CHARGES FOR CHARGES FOR PORD CUSTOMER PA
163,502 input.pdf,2026-04-01,2026-04-30,2026-04-13,2026-04-13,NEFT-BARBV2610 NEFT-BARBV26103046565-ATHARV FIRE AND SAFETY SERVI,,Payment,2065.0,0.0,2065.0,607144.28,Recurring Transaction,Yes,BARBV NEFT
164,502 input.pdf,2026-04-01,2026-04-30,2026-04-13,2026-04-13,DIGITA-MUMBAI/ NEFT-HDFCH00930723327-KUNDAN QUARRY,,Receipt,0.0,5800.0,5800.0,612944.28,Recurring Transaction,Yes,KUNDAN QUARRY
165,502 input.pdf,2026-04-01,2026-04-30,2026-04-13,2026-04-13,EBANK:WIB/1503 EBANK:WIB/1503777187/Edfs,,Payment,610444.28,0.0,610444.28,2500.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
166,502 input.pdf,2026-04-01,2026-04-30,2026-04-13,2026-04-13,DIGITA-MUMBAI/ https://cbdrpt101.bankofbaroda.co.in:22000/finbranch/arjspmorph/INFENG/tran_rpt.jsp?... 04-05-2026 NEFT-HDFCH00930605811-Adekar enterprises pvt ltd,,Receipt,0.0,128900.0,128900.0,131400.0,High Transaction; Recurring Transaction,Yes,CBDRPTBANKOFBARODACOIN
167,502 input.pdf,2026-04-01,2026-04-30,2026-04-13,2026-04-13,DIGITA-MUMBAI/ NEFT-NKGSH26103010561-GEBI PRODUCTS PRIVATE LIMITE,,Receipt,0.0,4415.0,4415.0,135815.0,Recurring Transaction,Yes,GEBI PRODUCTS PRIVATE LIMITE
168,502 input.pdf,2026-04-01,2026-04-30,2026-04-13,2026-04-13,DIGITA-MUMBAI/ NEFT-IN42610355845941-N R COLOURS LIMITED,,Receipt,0.0,12678.78,12678.78,148493.78,Recurring Transaction,Yes,N R COLOURS LIMITED
169,502 input.pdf,2026-04-01,2026-04-30,2026-04-13,2026-04-13,"EBANK:WIB/1503 ---------------------------------------------------------------------------------------------------------------------------------- Page Total: 7,27,805.71 4,28,529.78 40,500.00Cr ---------------------------------------------------------------------------------------------------------------------------------- Note: Cheques received in inward clearing will be considered for debiting/ returning on the basis opening balance in account Unless the constituent notifies the bank of any di",,Payment,107993.78,0.0,107993.78,40500.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
170,502 input.pdf,2026-04-01,2026-04-30,2026-04-13,2026-04-13,UPI/6103931725 93172546 UPI/610393172546/18:35:56/UPI/q17779140@ybl/color,,Payment,16000.0,0.0,16000.0,24500.0,UPI,No,UPI/# # UPI/#/#:#:#/UPI/Q#@YBL/COLOR
171,502 input.pdf,2026-04-01,2026-04-30,2026-04-13,2026-04-13,DIGITA-MUMBAI/ NEFT-IN22610317343563-PELL TECH HEALTH CARE PRIVAT,,Receipt,0.0,12343.0,12343.0,36843.0,Recurring Transaction,Yes,PELL TECH HEALTH CARE PRIVAT
172,502 input.pdf,2026-04-01,2026-04-30,2026-04-14,2026-04-14,DIGITA-MUMBAI/ NEFT-HDFCH00932431931-KAVITA ENTERPRISES,,Receipt,0.0,110336.0,110336.0,147179.0,High Transaction; Recurring Transaction,Yes,KAVITA ENTERPRISES
173,502 input.pdf,2026-04-01,2026-04-30,2026-04-14,2026-04-14,DIGITA-MUMBAI/ NEFT-YESAP61042581238-PhonePe Limited,,Receipt,0.0,227801.0,227801.0,374980.0,High Transaction; Recurring Transaction,Yes,PHONEPE LIMITED
174,502 input.pdf,2026-04-01,2026-04-30,2026-04-14,2026-04-14,DIGITA-MUMBAI/ NEFT-AXNPN10404023106-PHONEPE LIMITED-PAYMENT AGGR,,Receipt,0.0,79141.65,79141.65,454121.65,Recurring Transaction,Yes,PHONEPE LIMITED
175,502 input.pdf,2026-04-01,2026-04-30,2026-04-14,2026-04-14,DIGITA-MUMBAI/ NEFT-AXISCN1310804202-ONE MOBIKWIK SYSTEMS LIMITED,,Receipt,0.0,17500.0,17500.0,471621.65,Recurring Transaction,Yes,ONE MOBIKWIK SYSTEMS LIMITED
176,502 input.pdf,2026-04-01,2026-04-30,2026-04-14,2026-04-14,EBANK:WIB/1503 EBANK:WIB/1503879023/Edfs,,Payment,421121.65,0.0,421121.65,50500.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
177,502 input.pdf,2026-04-01,2026-04-30,2026-04-14,2026-04-14,EBANK:15038806 EBANK:1503880651/MSEDCL-LT Post Paid Energy Bill/,,Payment,1950.0,0.0,1950.0,48550.0,Recurring Transaction,Yes,EBANK EBANK
178,502 input.pdf,2026-04-01,2026-04-30,2026-04-14,2026-04-14,DIGITA-MUMBAI/ NEFT-AXISCN1310872121-PINE LABS PRIVATE LIMITED-NO,,Receipt,0.0,181645.0,181645.0,230195.0,High Transaction; Recurring Transaction,Yes,PINE LABS PRIVATE LIMITED
179,502 input.pdf,2026-04-01,2026-04-30,2026-04-14,2026-04-14,DIGITA-MUMBAI/ NEFT-IDIBH10438167138-JAI AMBE TRANSPORT,,Receipt,0.0,3660.0,3660.0,233855.0,Recurring Transaction,Yes,JAI AMBE TRANSPORT
180,502 input.pdf,2026-04-01,2026-04-30,2026-04-14,2026-04-14,DIGITA-MUMBAI/ NEFT-KKBKH26104944678-ATLAS COMMODITIES PRIVATE LI,,Receipt,0.0,8470.0,8470.0,242325.0,Recurring Transaction,Yes,ATLAS COMMODITIES PRIVATE LI
181,502 input.pdf,2026-04-01,2026-04-30,2026-04-14,2026-04-14,EBANK:WIB/1504 EBANK:WIB/1504010401/Edfs,,Payment,240000.0,0.0,240000.0,2325.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
182,502 input.pdf,2026-04-01,2026-04-30,2026-04-15,2026-04-15,DIGITA-MUMBAI/ NEFT-YESAP61053875611-PhonePe Limited,,Receipt,0.0,289276.57,289276.57,291601.57,High Transaction; Recurring Transaction,Yes,PHONEPE LIMITED
183,502 input.pdf,2026-04-01,2026-04-30,2026-04-15,2026-04-15,DIGITA-MUMBAI/ NEFT-AXNPN10512169091-PHONEPE LIMITED-PAYMENT AGGR,,Receipt,0.0,106410.0,106410.0,398011.57,High Transaction; Recurring Transaction,Yes,PHONEPE LIMITED
184,502 input.pdf,2026-04-01,2026-04-30,2026-04-15,2026-04-15,DIGITA-MUMBAI/ NEFT-AXISCN1311551702-ONE MOBIKWIK SYSTEMS LIMITED,,Receipt,0.0,13630.0,13630.0,411641.57,Recurring Transaction,Yes,ONE MOBIKWIK SYSTEMS LIMITED
185,502 input.pdf,2026-04-01,2026-04-30,2026-04-15,2026-04-15,"EBANK:WIB/1504 ---------------------------------------------------------------------------------------------------------------------------------- Page Total: 10,80,213.22 10,50,213.22 10,500.00Cr ---------------------------------------------------------------------------------------------------------------------------------- Note: Cheques received in inward clearing will be considered for debiting/ returning on the basis opening balance in account Unless the constituent notifies the bank of any ",,Payment,401141.57,0.0,401141.57,10500.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
186,502 input.pdf,2026-04-01,2026-04-30,2026-04-15,2026-04-15,DIGITA-MUMBAI/ NEFT-AXISCN1311689812-PINE LABS PRIVATE LIMITED-NO,,Receipt,0.0,56935.0,56935.0,67435.0,Recurring Transaction,Yes,PINE LABS PRIVATE LIMITED
187,502 input.pdf,2026-04-01,2026-04-30,2026-04-15,2026-04-15,DIGITA-MUMBAI/ Dep-NEFT-IN42610556923441-JERAI FITNESS LIMITED,,Receipt,0.0,18357.8,18357.8,85792.8,Recurring Transaction,Yes,JERAI FITNESS LIMITED
188,502 input.pdf,2026-04-01,2026-04-30,2026-04-15,2026-04-15,DIGITA-MUMBAI/ NEFT-KKBKH26105643449-VENKTESHWAR INDUSTRIAL CORPO,,Receipt,0.0,28088.0,28088.0,113880.8,Recurring Transaction,Yes,VENKTESHWAR INDUSTRIAL CORPO
189,502 input.pdf,2026-04-01,2026-04-30,2026-04-15,2026-04-15,DIGITA-MUMBAI/ NEFT-IN42610557031748-MITA FASTENERS PRIVATE LIMIT,,Receipt,0.0,9044.0,9044.0,122924.8,Recurring Transaction,Yes,MITA FASTENERS PRIVATE LIMIT
190,502 input.pdf,2026-04-01,2026-04-30,2026-04-15,2026-04-15,DIGITA-MUMBAI/ NEFT-HDFCH00934703842-QUEST ENTERPRISES PVT LTD,,Receipt,0.0,5000.0,5000.0,127924.8,Recurring Transaction,Yes,QUEST ENTERPRISES PVT LTD
191,502 input.pdf,2026-04-01,2026-04-30,2026-04-15,2026-04-15,EBANK:WIB/1504 EBANK:WIB/1504096201/Edfs,,Payment,125424.0,0.0,125424.0,2500.8,High Transaction; Recurring Transaction,Yes,EBANKWIB
