seq,source_file,statement_from,statement_to,date,value_date,narration,reference,direction,withdrawal,deposit,amount,closing_balance,categories,is_recurring,recurring_key
272,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-07-31,2024-07-31,UPI-SUNIL KISAN NEAR VARTAK SCHOOL VASAI WEST Account Status : Regular Account Type : ASCENT CURRENT ACCOUNT (1313) VARTHA-SUNILKVARTHA53@OK AXIS-UTIB0001929-457939666259-UPI,0000457939666259,Receipt,0.0,3900.0,3900.0,415272.0,UPI,No,SUNIL KISAN NEAR VARTAK SCHOOL VASAI WES
273,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-07-31,2024-07-31,NEFT CR-UTIB0000019-AM INTERNATIONAL-RM HASNANI AND ASSOCIATES-AXOMB21367458020,AXOMB21367458020,Receipt,0.0,28320.0,28320.0,443592.0,Recurring Transaction,Yes,AM INTERNATIONAL
274,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-07-31,2024-07-31,UPI-JOGESH SUNIL KANOJIY-JOGESHKANOJIYA@ YBL-SBIN0002184-421306278782-PAYMENT FRO M PHONE,0000421306278782,Receipt,0.0,2360.0,2360.0,445952.0,UPI; Recurring Transaction,Yes,JOGESH SUNIL KANOJIY
275,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-07-31,2024-07-31,UPI-MAHESH UMAKANT PANDE-9028015994@PTYE S-ICIC0000022-421303735933-SENT FROM PAY TM,0000421303735933,Receipt,0.0,4720.0,4720.0,450672.0,UPI,No,MAHESH UMAKANT PANDE
276,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-07-31,2024-07-31,UPI-RAVI PANDE-9168399436-2@YBL-UTIB0005 145-421361603160-PAYMENT FROM PHONE,0000421361603160,Receipt,0.0,5900.0,5900.0,456572.0,UPI,No,RAVI PANDE
277,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-07-31,2024-07-31,UPI-VINAYA YATIN BALSE-VINAYA.Y.BALSE@OK ICICI-UBIN0532061-421301182928-UPI,0000421301182928,Receipt,0.0,2360.0,2360.0,458932.0,UPI,No,VINAYA YATIN BALSE
278,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-07-31,2024-07-31,UPI-SHYAM B KARVIR-SBKARVIR@OKICICI-KKBK 0001357-457932986338-UPI,0000457932986338,Receipt,0.0,5900.0,5900.0,464832.0,UPI,No,SHYAM B KARVIR
279,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-07-31,2024-07-31,UPI-YASMEEN YASEEN HUSSA-SAMAIRAY30-3@OK AXIS-UTIB0001929-457937211644-TABASSUM K AZI IT F,0000457937211644,Receipt,0.0,2360.0,2360.0,467192.0,UPI; Recurring Transaction,Yes,YASMEEN YASEEN HUSSA
280,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-01,2024-08-01,UPI-JOYCE PINTO-SANDRAJOYCEP@OKICICI-IOB A0001295-458011289019-UPI,0000458011289019,Receipt,0.0,2360.0,2360.0,469552.0,UPI,No,JOYCE PINTO
281,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-01,2024-08-01,CC 000463918XXXXXX8920 AUTOPAY SI-TAD,0000000601171459,Payment,16499.0,0.0,16499.0,453053.0,Recurring Transaction,Yes,CC XXXXXX AUTOPAY SI
282,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-01,2024-08-01,CC 000463918XXXXXX9126 AUTOPAY SI-TAD,0000000601171460,Payment,2.0,0.0,2.0,453051.0,Recurring Transaction,Yes,CC XXXXXX AUTOPAY SI
283,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-01,2024-08-01,UPI SETTLEMENT -WW8951- 01/08/24,000000000000000,Receipt,0.0,25960.0,25960.0,479011.0,UPI; Recurring Transaction,Yes,UPI SETTLEMENT
284,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-01,2024-08-01,UPI-MANOHAR SHANKAR LON-MANOHARLONDHE13 @OKAXIS-SBIN0000326-458065738123-CA ITR NEAR VARTAK SCHOOL VASAI WEST Account Status : Regular Account Type : ASCENT CURRENT ACCOUNT (1313) FILING FEES,0000458065738123,Receipt,0.0,9440.0,9440.0,488451.0,UPI,No,MANOHAR SHANKAR LON
285,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-01,2024-08-02,CHQ DEP MICR 08-MUM CLG - MICR CLG - MUM : V J PAUL :DHANLAXMI BANKA,0000000000806705,Receipt,0.0,5900.0,5900.0,494351.0,Recurring Transaction,Yes,CHQ DEP MICR
286,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-01,2024-08-02,CHQ DEP MICR 08-MUM CLG - MICR CLG - MUM : VALJI KALUBHAI PATEL :UNION BANK OF IN DIA,0000000000300301,Receipt,0.0,17700.0,17700.0,512051.0,Recurring Transaction,Yes,CHQ DEP MICR
287,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-02,2024-08-02,CHQ PAID-MICR CTS-MU-EVA CO OP HSG SOC L,0000000000000170,Payment,25000.0,0.0,25000.0,487051.0,Recurring Transaction,Yes,CHQ PAID
288,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-02,2024-08-02,UPI SETTLEMENT -WW8951- 02/08/24,000000000000000,Receipt,0.0,23600.0,23600.0,510651.0,UPI; Recurring Transaction,Yes,UPI SETTLEMENT
289,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-02,2024-08-02,UPI-RONAK RAHIM RAYANI-RONAKRAYANI786@OK AXIS-UTIB0000508-458141010434-UPI,0000458141010434,Receipt,0.0,2360.0,2360.0,513011.0,UPI,No,RONAK RAHIM RAYANI
290,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-02,2024-08-02,IMPS-421514119515-SHREE SIDDHIVINAYAK CO MPUTER-SVCB-XXXXXXXXXXX0516-AMC/ 24-25/0 023,0000421514119515,Payment,3540.0,0.0,3540.0,509471.0,Recurring Transaction,Yes,SHREE SIDDHIVINAYAK CO MPUTER
291,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-02,2024-08-02,50200059366630-TPT-JKM HOLIDAYS TDS-JALP A RAITHATHA AND CO,0000000262738184,Payment,15000.0,0.0,15000.0,494471.0,Other,No,JKM HOLIDAYS TDS
292,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-02,2024-08-02,UPI-SAYLI SANTOSH RAOOL-7798191353@PTHDF C-HDFC0001020-421512085007-SENT FROM PAY TM,0000421512085007,Receipt,0.0,1180.0,1180.0,495651.0,UPI,No,SAYLI SANTOSH RAOOL
293,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-02,2024-08-02,NEFT CR-BACB0000006-BHUSHAN HARESHWAR KI NI-HASMANI C A-N215240002582896,N215240002582896,Receipt,0.0,23600.0,23600.0,519251.0,Other,No,BHUSHAN HARESHWAR KI NI
294,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-03,2024-08-03,IMPS-421611459295-DILIP G NARWATE-ICIC-X XXXXXXX0453-FEE,0000421611459295,Receipt,0.0,1000.0,1000.0,520251.0,Recurring Transaction,Yes,DILIP G NARWATE
295,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-03,2024-08-03,IMPS-421611481511-DILIP G NARWATE-ICIC-X XXXXXXX0453-FEE,0000421611481511,Receipt,0.0,28500.0,28500.0,548751.0,Recurring Transaction,Yes,DILIP G NARWATE
296,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-03,2024-08-03,GANESH GAIKWAD - CHQ PAID - VASAI - MUMB,0000000000000171,Payment,18307.0,0.0,18307.0,530444.0,Recurring Transaction,Yes,GANESH GAIKWAD
297,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-03,2024-08-03,IMPS-421612680604-NARENDRA SHASHIKANT -I CIC-XXXXXXXX0947-IT RETURNS FEES,0000421612680604,Receipt,0.0,15800.0,15800.0,546244.0,Other,No,NARENDRA SHASHIKANT
298,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-03,2024-08-03,IMPS-421612526537-MRS HEMLATA SHASHIKAN T NEAR VARTAK SCHOOL VASAI WEST Account Status : Regular Account Type : ASCENT CURRENT ACCOUNT (1313) PRABHU-SBIN-XXXXXXXXXXXXX1456-REQPAY,0000421612526537,Receipt,0.0,7800.0,7800.0,554044.0,Other,No,MRS HEMLATA SHASHIKAN T NEAR VARTAK SCHO
299,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-05,2024-08-05,SI HGAEP0CB870363154785 AIRTEL -05/08/24,000000000000000,Payment,3175.38,0.0,3175.38,550868.62,Other,No,SI HGAEPCB AIRTEL
300,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-05,2024-08-05,ACH D- ARKA FINCAP LTD-NP281722776560378,0000006961926216,Payment,235573.0,0.0,235573.0,315295.62,High Transaction; Recurring Transaction,Yes,ARKA FINCAP LTD
301,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-05,2024-08-05,IMPS-421815167921-RAJNI DHIRAJ WAGHELA-M AHB-XXXXXXX9715-SALARY FOR JULY 2024,0000421815167921,Payment,3000.0,0.0,3000.0,312295.62,Salary; Recurring Transaction,Yes,RAJNI DHIRAJ WAGHELA
302,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-05,2024-08-05,"IMPS-421815171348-MSG C COMPUTERS-RATN-X XXXXXXXXXXX1577-TONER REPAIR, DRUM, NEW TONER",0000421815171348,Payment,3600.0,0.0,3600.0,308695.62,Recurring Transaction,Yes,MSG C COMPUTERS
303,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-05,2024-08-05,IMPS-421815172711-SAI MILK CENTER-VVSB-X XXXXXXXXXX1891-PAYMENT FOR JULY 2024,0000421815172711,Payment,2813.0,0.0,2813.0,305882.62,Recurring Transaction,Yes,SAI MILK CENTER
304,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-05,2024-08-05,NEFT CR-KKBK0000958-MANOJ KUMAR-R M HASN ANI AND ASSOCIATES-KKBKH24218826820,KKBKH24218826820,Receipt,0.0,11800.0,11800.0,317682.62,Other,No,MANOJ KUMAR
305,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-05,2024-08-06,CHQ DEP MICR 08-MUM CLG - MICR CLG - MUM : LILADHAR H PATIL :STATE BANK OF INDIA,0000000000669722,Receipt,0.0,5900.0,5900.0,323582.62,Recurring Transaction,Yes,CHQ DEP MICR
306,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-05,2024-08-06,CHQ DEP MICR 08-MUM CLG - MICR CLG - MUM : KUNDAN CHANDRAKANT PATIL :BASSEIN CATH OLIC CO-OPERATIVE BANK LTD,0000000000000034,Receipt,0.0,29500.0,29500.0,353082.62,LIC; Recurring Transaction,Yes,CHQ DEP MICR
307,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-05,2024-08-05,04081870001757-TPT-AMOUNT TRANSFER-SYBAL GREGORY GONSALVES,0000000185788381,Receipt,0.0,5900.0,5900.0,358982.62,Other,No,AMOUNT TRANSFER
308,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-05,2024-08-05,FD BKD FOR R M HASNANI AND ASSO 50301016 698814 -R M HASNANI AND ASSO,000000000000000,Payment,223582.62,0.0,223582.62,135400.0,FD Deposit/Withdrawal; High Transaction; Recurring Transaction,Yes,FD BKD FOR R M HASNANI AND ASSO
309,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-06,2024-08-06,IMPS-421909332168-MINAKSHIJALPESHPATEL-B ARB-XXXXXXXXXX9221-CAFEES,0000421909332168,Receipt,0.0,23600.0,23600.0,159000.0,Other,No,MINAKSHIJALPESHPATEL
310,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-06,2024-08-06,UPI-CHAITALI VASANT GHOR-CHAITALIGHORPAD E123@OKAXIS-UTIB0000019-458586968021-IT FILE FEES,0000458586968021,Receipt,0.0,2360.0,2360.0,161360.0,UPI,No,CHAITALI VASANT GHOR
311,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-06,2024-08-06,50200059366630-TPT-AMBIKA TRADING TDS-JA LPA RAITHATHA AND CO NEAR VARTAK SCHOOL VASAI WEST Account Status : Regular Account Type : ASCENT CURRENT ACCOUNT (1313),0000000128378312,Payment,1500.0,0.0,1500.0,159860.0,Recurring Transaction,Yes,AMBIKA TRADING TDS
312,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-06,2024-08-07,CHQ DEP - MICR 8 CLEARING - MUMBAI CLEAR : SONALI ENTERPRISES :VASAI VIKAS SAHAKA RI BANK LTD,0000000000300742,Receipt,0.0,5900.0,5900.0,165760.0,Recurring Transaction,Yes,MICR  CLEARING
313,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-07,2024-08-07,50200059366630-TPT-JIGEESHA TDS-JALPA RA ITHATHA AND CO,0000000147551366,Payment,12000.0,0.0,12000.0,153760.0,Recurring Transaction,Yes,JIGEESHA TDS
314,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-08,2024-08-08,UPI SETTLEMENT -WW8951- 08/08/24,000000000000000,Receipt,0.0,23600.0,23600.0,177360.0,UPI; Recurring Transaction,Yes,UPI SETTLEMENT
315,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-08,2024-08-09,CHQ DEP MICR 08-MUM CLG - MICR CLG - MUM : ARUN HARISHCHANDRA PATIL :VASAI VIKAS SAHAKARI BANK LTD,0000000000100039,Receipt,0.0,5900.0,5900.0,183260.0,Recurring Transaction,Yes,CHQ DEP MICR
316,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-08,2024-08-09,RTGS CR-MAHB0000429-SWAMI ENTERPRISES-R M HASNANI ASSOCIATES -MAHBR5 2024080817985698,MAHBR52024080817985698,Receipt,0.0,225000.0,225000.0,408260.0,High Transaction; Recurring Transaction,Yes,SWAMI ENTERPRISES
317,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-09,2024-08-09,50200057343497-TPT-TRANSFER-EDUGUIDE OVE RSEAS STUDIES PVT LTD,0000000379072413,Payment,600000.0,0.0,600000.0,-191740.0,High Transaction; Recurring Transaction,Yes,EDUGUIDE OVE RSEAS STUDIES PVT LTD
318,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-09,2024-08-09,IMPS-422211120331-NISHA ENTERPRISE-KKBK- XXXXXX5296-INVERTER- ECO VOLT 1550VA,0000422211120331,Payment,10200.0,0.0,10200.0,-201940.0,Other,No,NISHA ENTERPRISE
319,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-09,2024-08-12,CHQ DEP MICR 08-MUM CLG - MICR CLG - MUM : ADVANCE POWER :VASAI VIKAS SAHAKARI BA NK LTD,0000000000100772,Receipt,0.0,94400.0,94400.0,-107540.0,Recurring Transaction,Yes,CHQ DEP MICR
320,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-09,2024-08-12,CHQ DEP MICR 08-MUM CLG - MICR CLG - MUM : SADIQ S MAREDIA :DEVELOPMENT CREDIT BA NK LTD,0000000000552043,Receipt,0.0,5900.0,5900.0,-101640.0,Recurring Transaction,Yes,CHQ DEP MICR
321,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-09,2024-08-09,NEFT CR-MAHB0000429-SWAMI ENTERPRISES-R M HASNANI ASSOCIATES-MAHBH24222131904,MAHBH24222131904,Receipt,0.0,25000.0,25000.0,-76640.0,Recurring Transaction,Yes,SWAMI ENTERPRISES
322,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-10,2024-08-09,SWEEP-IN CREDIT - 50301016698814,000000000000000,Receipt,0.0,176940.0,176940.0,100300.0,High Transaction; Recurring Transaction,Yes,IN CREDIT
323,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-10,2024-08-10,00511930004569-TPT-JUL SALARY-NISHA SIDD HARTH SHAH,0000000195793517,Payment,20000.0,0.0,20000.0,80300.0,Salary,No,JUL SALARY
324,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-10,2024-08-10,IMPS-422310119559-SNEHAL SAYANI-UTIB-XXX XXXXXXXX3599-JUL SALARY,0000422310119559,Payment,22590.0,0.0,22590.0,57710.0,Salary; Recurring Transaction,Yes,SNEHAL SAYANI
325,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-10,2024-08-10,50100419010954-TPT-ATHRAV JUL SALARY-PRA KASH JAYRAM RAORANE,0000000196287417,Payment,2833.0,0.0,2833.0,54877.0,Salary,No,ATHRAV JUL SALARY
326,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-10,2024-08-10,UPI SETTLEMENT -WW8951- 10/08/24 NEAR VARTAK SCHOOL VASAI WEST Account Status : Regular Account Type : ASCENT CURRENT ACCOUNT (1313),000000000000000,Receipt,0.0,11632.92,11632.92,66509.92,UPI; Recurring Transaction,Yes,UPI SETTLEMENT
327,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-11,2024-08-10,SWEEP-IN CREDIT - 50301016698814,000000000000000,Receipt,0.0,20000.0,20000.0,86509.92,Recurring Transaction,Yes,IN CREDIT
328,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-11,2024-08-10,SWEEP-IN CREDIT - 50301016698814,000000000000000,Receipt,0.0,13791.0,13791.0,100300.92,Recurring Transaction,Yes,IN CREDIT
329,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-12,2024-08-12,IMPS-422510142912-KALPANA MORE-KKBK-XXXX XX0371-SALARY,0000422510142912,Payment,4350.0,0.0,4350.0,95950.92,Salary; Recurring Transaction,Yes,KALPANA MORE
330,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-12,2024-08-12,UPI-GAURAV SINGH-SINGHGAURAVKUMAR5@OKAX IS-UTIB0002517-422594956538-UPI,0000422594956538,Receipt,0.0,2360.0,2360.0,98310.92,UPI,No,GAURAV SINGH
331,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-13,2024-08-13,UPI SETTLEMENT -WW8951- 13/08/24,000000000000000,Receipt,0.0,170.0,170.0,98480.92,UPI; Recurring Transaction,Yes,UPI SETTLEMENT
332,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-13,2024-08-13,50200057343497-TPT-TRANSFER-EDUGUIDE OVE RSEAS STUDIES PVT LTD,0000000135329002,Payment,100000.0,0.0,100000.0,-1519.08,High Transaction; Recurring Transaction,Yes,EDUGUIDE OVE RSEAS STUDIES PVT LTD
333,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-13,2024-08-13,NEFT CR-ICIC0000103-RAJESH INDIA MANUFAC TURING PRIVATE-RM HASNANI AND ASSOCIATE- 000150943078,0000000150943078,Receipt,0.0,108000.0,108000.0,106480.92,High Transaction,No,RAJESH INDIA MANUFAC TURING PRIVATE
334,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-13,2024-08-13,FT - CR - 00517630000490 - VEENA CYCLE S TORES,0000000000002845,Receipt,0.0,14580.0,14580.0,121060.92,Recurring Transaction,Yes,VEENA CYCLE S TORES
335,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-16,2024-08-16,SI HGAEP017730519066699 VI POST-15/08/24,000000000000000,Payment,1499.78,0.0,1499.78,119561.14,Other,No,SI HGAEP VI POST
336,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-16,2024-08-17,CHQ DEP - MICR 8 CLEARING - MUMBAI CLEAR : AMIN AHMED DEWAIN :DEVELOPMENT CREDIT BANK LTD,0000000000828962,Receipt,0.0,17700.0,17700.0,137261.14,Recurring Transaction,Yes,MICR  CLEARING
337,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-16,2024-08-17,CHQ DEP MICR 08-MUM CLG - MICR CLG - MUM : ASLAM YUNUS SAIKH :BASSEIN CATHOLIC CO -OPERATIVE BANK LTD,0000000000100281,Receipt,0.0,29500.0,29500.0,166761.14,LIC; Recurring Transaction,Yes,CHQ DEP MICR
338,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-19,2024-08-19,UPI-SATYABHAMA SANTOSH P-8669998250@KOTA K-KKBK0000659-423209414360-NA,0000423209414360,Receipt,0.0,1770.0,1770.0,168531.14,UPI,No,SATYABHAMA SANTOSH P
339,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-20,2024-08-20,GST/BANK REFERENCE NO: R2423356622565/CI N NO: HDFC24082700477190,0240820270002635,Payment,194958.0,0.0,194958.0,-26426.86,High Transaction; Recurring Transaction,Yes,BANK REFERENCE NO R
340,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-20,2024-08-20,UPI-SURESH GANESH KAMAT-9823126032@PTYES -SBIN0040705-423361108753-SENT FROM PAYT M,0000423361108753,Receipt,0.0,17700.0,17700.0,-8726.86,UPI,No,SURESH GANESH KAMAT
341,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-20,2024-08-20,UPI-HAJIYANI ENTERPRISES-8806205555@IBL- NEAR VARTAK SCHOOL VASAI WEST Account Status : Regular Account Type : ASCENT CURRENT ACCOUNT (1313) BACB0000006-423382328429-PAYMENT FROM PH ONE,0000423382328429,Receipt,0.0,1.0,1.0,-8725.86,UPI; Recurring Transaction,Yes,HAJIYANI ENTERPRISES
342,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-20,2024-08-20,UPI-HAJIYANI ENTERPRISES-8806205555@IBL- BACB0000006-423314004797-RAMZAN SIR BILL PA,0000423314004797,Receipt,0.0,50000.0,50000.0,41274.14,UPI; Recurring Transaction,Yes,HAJIYANI ENTERPRISES
343,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-20,2024-08-20,UPI-HAJIYANI ENTERPRISES-8806205555@IBL- BACB0000006-423329584698-PAYMENT FROM PH ONE,0000423329584698,Receipt,0.0,9000.0,9000.0,50274.14,UPI; Recurring Transaction,Yes,HAJIYANI ENTERPRISES
344,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-20,2024-08-20,IMPS-423315173140-SNA INFOTECH PVT LTD-I CIC-XXXXXXXX9099-INV NO 1787 PMT,0000423315173140,Payment,76000.0,0.0,76000.0,-25725.86,Recurring Transaction,Yes,SNA INFOTECH PVT LTD
345,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-20,2024-08-20,IMPS-423316180669-SNA INFOTECH PVT LTD-I CIC-XXXXXXXX9099-INV NO 1770 PMT,0000423316180669,Payment,42480.0,0.0,42480.0,-68205.86,Recurring Transaction,Yes,SNA INFOTECH PVT LTD
346,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-20,2024-08-20,IMPS-423316183063-ARIHANT ENTERPRISES-KK BK-XXXXXXXXXX7716-TEA EXPENSES INV NO 01 635,0000423316183063,Payment,3650.0,0.0,3650.0,-71855.86,Recurring Transaction,Yes,ARIHANT ENTERPRISES
347,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-20,2024-08-20,IMPS-423316168686-APOORVA CO OP HOUSING SOCIETY LTD-TDCB-XXXXXXXXXXX0318-SOCIETY MAINTENANCE FLAT 138,0000423316168686,Payment,1175.0,0.0,1175.0,-73030.86,Recurring Transaction,Yes,APOORVA CO OP HOUSING SOCIETY LTD
348,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-20,2024-08-20,IMPS-423316183723-APOORVA CO OP HOUSING SOCIETY LTD-TDCB-XXXXXXXXXXX0318-SOCIETY MAINTENANCE FLAT 139,0000423316183723,Payment,1365.0,0.0,1365.0,-74395.86,Recurring Transaction,Yes,APOORVA CO OP HOUSING SOCIETY LTD
349,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-20,2024-08-20,UPI-SUNITA SAKHARAM GANG-SUNITAGANGDE561 -1@OKHDFCBANK-HDFC0001020-423324901975-U PI,0000423324901975,Receipt,0.0,1180.0,1180.0,-73215.86,UPI,No,SUNITA SAKHARAM GANG
350,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-20,2024-08-20,IMPS-423318175276-AJIT PETER DSILVA-IBKL -XXXXXXXXXXX3445-MEENA LEMOS FLY,0000423318175276,Receipt,0.0,40120.0,40120.0,-33095.86,Other,No,AJIT PETER DSILVA
351,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-20,2024-08-20,NEFT CR-BACB0000005-BONA VICTOR GONSALVE NEAR VARTAK SCHOOL VASAI WEST Account Status : Regular Account Type : ASCENT CURRENT ACCOUNT (1313) S-R M HASNANI AND ASSOCIATES-N2332400026 31001,N233240002631001,Receipt,0.0,11800.0,11800.0,-21295.86,Other,No,BONA VICTOR GONSALVE NEAR VARTAK SCHOOL 
352,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-21,2024-08-21,04421000024046-TPT-CA FEES-NITA ANGELA C ANDAZA,0000000219634957,Receipt,0.0,11800.0,11800.0,-9495.86,Other,No,NITA ANGELA C ANDAZA
353,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-21,2024-08-20,SWEEP-IN CREDIT - 50301016698814,000000000000000,Receipt,0.0,12851.62,12851.62,3355.76,Recurring Transaction,Yes,IN CREDIT
354,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-21,2024-08-20,INT. ON SWCR ON-50301016698814,000000000000000,Receipt,0.0,11.0,11.0,3366.76,Recurring Transaction,Yes,INT ON SWCR ON
355,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-21,2024-08-20,SWEEP-IN CREDIT - 50301008068283,000000000000000,Receipt,0.0,8434.0,8434.0,11800.76,Recurring Transaction,Yes,IN CREDIT
356,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-21,2024-08-20,INT. ON SWCR ON-50301008068283,000000000000000,Receipt,0.0,13.0,13.0,11813.76,Recurring Transaction,Yes,INT ON SWCR ON
357,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-21,2024-08-21,99990206198714-TPT-JUNE 24 GST-RAJESH IN DIA MANUFACTURING PVT LTD,0000000347908137,Receipt,0.0,245.0,245.0,12058.76,Other,No,JUNE  GST
358,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-21,2024-08-21,IMPS-423416484555-SAWATA NATHA PHULE-ICI C-XXXXXXXX1725-IT RETURN 23-24,0000423416484555,Receipt,0.0,5900.0,5900.0,17958.76,Other,No,SAWATA NATHA PHULE
359,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-21,2024-08-21,IMPS-423416786957-MRS BHAMABAI SAWATA P HULE-SBIN-XXXXXXXXXXXXX0437-REQPAY,0000423416786957,Receipt,0.0,5900.0,5900.0,23858.76,Other,No,MRS BHAMABAI SAWATA P HULE
360,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-21,2024-08-21,UPI-SANJAY ANANT PEVEKAR-9850251546@PTSB I-INDB0000237-423464972071-SENT FROM PAY TM,0000423464972071,Receipt,0.0,23600.0,23600.0,47458.76,UPI,No,SANJAY ANANT PEVEKAR
361,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2024-08-22,2024-08-22,UPI SETTLEMENT -WW8951- 22/08/24,000000000000000,Receipt,0.0,3540.0,3540.0,50998.76,UPI; Recurring Transaction,Yes,UPI SETTLEMENT
